,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_leaf_size,param_metric,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
73,0.012500405311584473,0.003998160362243652,0.013498067855834961,0.000997781753540039,20,euclidean,3,distance,"{'leaf_size': 20, 'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'distance'}",0.4892703862660944,0.44635193133047213,0.4678111587982833,0.02145922746781115,10
74,0.011000394821166992,0.002500295639038086,0.019751787185668945,0.0017476081848144531,20,euclidean,5,uniform,"{'leaf_size': 20, 'metric': 'euclidean', 'n_neighbors': 5, 'weights': 'uniform'}",0.36909871244635195,0.4034334763948498,0.38626609442060084,0.017167381974248913,58
75,0.009248733520507812,0.0017464160919189453,0.015248775482177734,0.0002498626708984375,20,euclidean,5,distance,"{'leaf_size': 20, 'metric': 'euclidean', 'n_neighbors': 5, 'weights': 'distance'}",0.4291845493562232,0.45064377682403434,0.43991416309012876,0.010729613733905574,19
76,0.011248588562011719,0.0032510757446289062,0.01875019073486328,0.0017497539520263672,20,euclidean,6,uniform,"{'leaf_size': 20, 'metric': 'euclidean', 'n_neighbors': 6, 'weights': 'uniform'}",0.36909871244635195,0.3776824034334764,0.37339055793991416,0.004291845493562235,73
77,0.00849902629852295,0.0005000829696655273,0.013750433921813965,0.001250147819519043,20,euclidean,6,distance,"{'leaf_size': 20, 'metric': 'euclidean', 'n_neighbors': 6, 'weights': 'distance'}",0.39914163090128757,0.44206008583690987,0.4206008583690987,0.02145922746781115,34
78,0.00649869441986084,0.0009995698928833008,0.014501571655273438,0.0009999275207519531,20,euclidean,7,uniform,"{'leaf_size': 20, 'metric': 'euclidean', 'n_neighbors': 7, 'weights': 'uniform'}",0.36909871244635195,0.36909871244635195,0.36909871244635195,0.0,79
79,0.005503296852111816,0.0005019903182983398,0.008996129035949707,0.0004967451095581055,20,euclidean,7,distance,"{'leaf_size': 20, 'metric': 'euclidean', 'n_neighbors': 7, 'weights': 'distance'}",0.3905579399141631,0.4334763948497854,0.41201716738197425,0.02145922746781115,43
80,0.008499741554260254,0.0014971494674682617,0.01649785041809082,0.0004971027374267578,20,manhattan,2,uniform,"{'leaf_size': 20, 'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'uniform'}",0.4248927038626609,0.39914163090128757,0.41201716738197425,0.012875536480686678,43
81,0.010002851486206055,2.86102294921875e-06,0.0114976167678833,2.5033950805664062e-06,20,manhattan,2,distance,"{'leaf_size': 20, 'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'distance'}",0.49356223175965663,0.44635193133047213,0.4699570815450644,0.023605150214592252,7
82,0.007000565528869629,0.000998377799987793,0.013499259948730469,0.0009999275207519531,20,manhattan,3,uniform,"{'leaf_size': 20, 'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'uniform'}",0.3776824034334764,0.40772532188841204,0.3927038626609442,0.01502145922746781,55
83,0.005749225616455078,0.000751495361328125,0.0075005292892456055,3.5762786865234375e-07,20,manhattan,3,distance,"{'leaf_size': 20, 'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}",0.4678111587982833,0.4592274678111588,0.463519313304721,0.004291845493562235,16
84,0.008248209953308105,0.0007501840591430664,0.014750957489013672,0.0002505779266357422,20,manhattan,5,uniform,"{'leaf_size': 20, 'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'uniform'}",0.38626609442060084,0.37339055793991416,0.3798283261802575,0.006437768240343339,64
85,0.006497621536254883,7.152557373046875e-07,0.011500358581542969,0.0019989013671875,20,manhattan,5,distance,"{'leaf_size': 20, 'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}",0.43776824034334766,0.43776824034334766,0.43776824034334766,0.0,25
86,0.0049991607666015625,0.0004987716674804688,0.012248754501342773,0.0017499923706054688,20,manhattan,6,uniform,"{'leaf_size': 20, 'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'uniform'}",0.34334763948497854,0.3648068669527897,0.3540772532188841,0.010729613733905574,85
87,0.0047463178634643555,0.0007559061050415039,0.0075064897537231445,0.0005019903182983398,20,manhattan,6,distance,"{'leaf_size': 20, 'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}",0.41201716738197425,0.4291845493562232,0.4206008583690987,0.00858369098712447,34
88,0.009249687194824219,0.0002491474151611328,0.018003106117248535,0.0019980669021606445,20,manhattan,7,uniform,"{'leaf_size': 20, 'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'uniform'}",0.3605150214592275,0.33905579399141633,0.3497854077253219,0.010729613733905574,88
89,0.006746888160705566,0.0007458925247192383,0.014250993728637695,0.0002505779266357422,20,manhattan,7,distance,"{'leaf_size': 20, 'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}",0.38197424892703863,0.43776824034334766,0.40987124463519314,0.027896995708154515,52
