"","posXY","posX","posY","00:0f:a3:39:e1:c0","00:14:bf:3b:c7:c6","00:14:bf:b1:97:81","00:14:bf:b1:97:8a","00:14:bf:b1:97:8d","00:14:bf:b1:97:90","angle"
"32-45","32-4",32,4,-62.3030303030303,-68.2809967071935,-38.0707001379616,-70.8776135741653,-44.4057426286342,-75.9452531243765,225
"32-55","32-5",32,5,-63.6454545454545,-69.9630173792515,-41.9962962962963,-67.5928948609147,-46.3251811594203,-77.6132842129973,225
"32-65","32-6",32,6,-63.3666666666667,-68.9555926575052,-47.7885302298346,-70.8394450858578,-47.4939435958427,-80.7819404697718,225
"32-75","32-7",32,7,-58.1848484848485,-62.2373063973064,-43.1608971265628,-62.4717955122965,-42.9148668111302,-74.6751514657691,225
"32-85","32-8",32,8,-56.6424242424242,-70.6500783230497,-40.162435500516,-68.2616052710392,-39.0565767973856,-77.1382717166689,225
"33-35","33-3",33,3,-59.6818181818182,-67.0931370070779,-41.3196438418213,-64.8823822873335,-51.4848979996039,-79.2090507776415,225
"33-45","33-4",33,4,-58.6778704475952,-66.641736847382,-42.0477566811559,-63.7391981613892,-45.1570675544458,-78.791508360458,225
"33-75","33-7",33,7,-54.3454545454545,-65.6792064732789,-45.5355339105339,-71.5287917538557,-39.4420675344275,-73.9095712560386,225
"33-85","33-8",33,8,-53.3130751964085,-68.1853566822199,-47.8294225146199,-66.716326894695,-35.2412864910849,-76.1583781362007,225
"4-35","4-3",4,3,-48.9575757575758,-60.3267553499132,-56.0630860757891,-49.237009821842,-60.4470649512784,-58.5042383072582,225
"4-75","4-7",4,7,-51.7153183208229,-61.2764387186462,-64.277923443328,-51.4093434343434,-53.5396046034344,-54.430303030303,225
"4-85","4-8",4,8,-47.8742007228246,-62.3765938362713,-60.9261446886447,-51.2458516567045,-56.2529237957809,-56.6041541010656,225
"5-35","5-3",5,3,-46.4242424242424,-58.3623158756137,-57.296619949621,-50.2892492984731,-58.3783183804923,-62.6296874252643,225
"5-75","5-7",5,7,-45.2203780928552,-58.7622041870781,-61.8599835342558,-53.7179142681537,-46.4492519869098,-60.4593353125515,225
"5-85","5-8",5,8,-45.8780928551571,-60.0142525579419,-60.806345996437,-53.7148606811146,-54.1667991976503,-59.102766798419,225
"6-35","6-3",6,3,-48.9490130664443,-57.016056924442,-55.6110447523491,-52.1323926073926,-58.4523252575884,-61.4679301335836,225
"6-75","6-7",6,7,-44.3757575757576,-58.6624413776805,-59.579511697584,-56.0088491100324,-49.5157065410143,-61.5551716863277,225
"6-85","6-8",6,8,-46.3046783534565,-58.9144331470362,-61.656239359891,-53.4983164247638,-52.7951753115039,-60.4076294076294,225
"7-35","7-3",7,3,-46.5242424242424,-55.438277704582,-55.1162525879917,-54.7861425408181,-56.8380952380952,-61.5373566650741,225
"7-75","7-7",7,7,-42.7503321503321,-58.2737160051767,-59.0462356603447,-54.9282040542074,-51.8468088826718,-65.7976019763146,225
"7-85","7-8",7,8,-45.0355852098971,-54.2945077470308,-57.9173241884369,-52.7228581995977,-51.0406826889585,-66.570652173913,225
"8-35","8-3",8,3,-48.4969696969697,-53.9568375499006,-58.0465590892825,-47.9030358599714,-58.6079300775144,-64.3264024043836,225
"8-75","8-7",8,7,-44.8573706600364,-53.1776338890272,-61.4884116893357,-56.0592634368282,-52.5065675552518,-63.8564914466976,225
"8-85","8-8",8,8,-46.6657214345288,-54.9548496041849,-60.1045918367347,-59.2042028985507,-51.5504104717588,-64.2895425142234,225
"9-35","9-3",9,3,-49.7519043647484,-51.2897244559538,-56.9426328502415,-52.4438998185199,-57.6312056737589,-65.7743354598618,225
"9-45","9-4",9,4,-44.9342986439317,-51.7985078973516,-54.747773741948,-54.183130113176,-56.6109275501622,-67.751816828649,225
"9-75","9-7",9,7,-46.3454545454545,-51.4567824989021,-59.762719894533,-60.691395862988,-53.6153969861569,-64.9500993676603,225
"9-85","9-8",9,8,-50.8215457325549,-53.3699995029386,-56.7424187507551,-58.797868119043,-51.3662821121293,-68.715179252479,225
"0-06","0-0",0,0,-53.7318181818182,-66.1078431372549,-68.1176971072036,-42.7418921821306,-66.1691718661373,-58.6097678916828,315
"0-19","0-1",0,1,-55.1211843202669,-67.5176239567992,-70.465886015974,-38.1882257757472,-66.677304964539,-56.8777437737442,315
"0-106","0-10",0,10,-56.1272727272727,-63.9581890153389,-61.721757852077,-40.4398206090947,-62.0208333333333,-57.741935483871,315
"0-116","0-11",0,11,-54.1454954954955,-67.7499711549556,-65.5566037735849,-44.9592701205604,-65.7916666666667,-54.7535353535354,315
"0-126","0-12",0,12,-51.0409090909091,-65.2535353535354,-68.1556324110672,-47.3211650485437,-71.0126663459997,-53.7676767676768,315
"0-136","0-13",0,13,-51.5091318591319,-69.2726435935199,-71.446638946639,-50.6136705326461,-66.6329787234042,-55.0706896551724,315
"0-26","0-2",0,2,-56.9772727272727,-63.178887018725,-62.5165956347669,-42.9420833333333,-65.4142414860681,-56.1186790505676,315
"0-36","0-3",0,3,-56.2318181818182,-65.8864534155506,-59.2577519379845,-37.6703774967931,-65.0911570485214,-52.6953191489362,315
"0-46","0-4",0,4,-54.7316930775646,-64.9586021505376,-60.0959302325581,-42.2188739095956,-64.5905743740795,-54.3624387254902,315
"0-76","0-7",0,7,-56.5772727272727,-65.0846774193548,-64.124303666278,-47.0975808921098,-59.5297385620915,-54.0659615384615,315
"0-86","0-8",0,8,-55.0227272727273,-63.030313670412,-65.9379734848485,-45.4905123339658,-55.0683985943775,-55.4858704620462,315
"0-96","0-9",0,9,-49.6045454545455,-66.5260255617398,-63.2446861715429,-45.32,-61.4611111111111,-55.4190418435415,315
"1-06","1-0",1,0,-53.3636363636364,-62.0227777777778,-70.4152823920266,-38.2402110997617,-65.8843768905021,-55.1313131313131,315
"1-19","1-1",1,1,-54.2909090909091,-63.6583333333333,-66.7004186602871,-38.0483514370855,-67.0695626212868,-54.3006318589957,315
"1-106","1-10",1,10,-52.2681818181818,-67.1213358070501,-69.9292929292929,-51.8190378820491,-66.5944948578342,-54.9440967681674,315
"1-116","1-11",1,11,-56.8954545454545,-68.4622859025033,-70.1868055555556,-45.6875,-64.4682893847194,-54.4148979179301,315
"1-126","1-12",1,12,-52.0454545454545,-67.6674188695465,-69.1428240740741,-43.671444568869,-64.9069357366771,-51.3835473431465,315
"1-136","1-13",1,13,-58.0136363636364,-70.8975752508361,-72.6233716475096,-48.4841511072514,-67.7271153579836,-53.0082264957265,315
"1-26","1-2",1,2,-59.1311926605505,-65.2287174246295,-64.3170426065163,-36.6955266955267,-67.7525027808676,-55.4804964539007,315
"1-36","1-3",1,3,-56.8180567139283,-71.0322802197802,-58.905684754522,-39.128557312253,-62.8696475937855,-59.2583333333333,315
"1-46","1-4",1,4,-57.1545454545455,-66.086797472564,-62.5487742594484,-46.4977226720648,-64.8905982905983,-54.2937047598157,315
"1-56","1-5",1,5,-56.2863636363636,-68.8614495470165,-63.3959165834166,-39.4186835350202,-63.6799014238773,-53.3497786211259,315
"1-66","1-6",1,6,-52.9227272727273,-65.608125,-67.582702020202,-43.0558434348108,-63.1926406926407,-51.9623232323232,315
"1-76","1-7",1,7,-53.3863636363636,-68.2618677905945,-67.86026580549,-47.5631578947368,-54.2228260869565,-49.3405057675244,315
"1-86","1-8",1,8,-50.8681818181818,-65.5844655797101,-61.9755589238348,-48.518829787234,-56.1134920634921,-53.4787330773894,315
"1-96","1-9",1,9,-50.35,-63.0677796503055,-61.2924178154825,-41.3493568983067,-63.2349397590361,-50.8399256254226,315
"10-36","10-3",10,3,-51.0382402001668,-55.3991601343785,-57.5345873786408,-51.6023853211009,-56.4422865920562,-73.3530377668309,315
"10-46","10-4",10,4,-48.9818181818182,-53.1289361702128,-58.9596774193548,-57.5752855659398,-58.7834541062802,-66.1063829787234,315
"10-56","10-5",10,5,-48.8545454545455,-46.9959677419355,-56.0473484848485,-56.6669724770642,-55.6725428027901,-66.5670168067227,315
"10-66","10-6",10,6,-44.8339066339066,-50.1248040752351,-58,-55.0629219317985,-59.8492137873581,-65.4039877648125,315
"10-76","10-7",10,7,-42.7179733110926,-48.3185674398625,-62.7312627131904,-60.1606060606061,-60.0460168233548,-69.5211762124205,315
"10-86","10-8",10,8,-46.2909090909091,-51.1766012155213,-59.8452380952381,-56.7313917258092,-57.406948024055,-61.7376919840101,315
"11-36","11-3",11,3,-47.3681818181818,-51.0656418554477,-55.6067588325653,-53.4074619538537,-57.9532063579063,-69.2105421686747,315
"11-46","11-4",11,4,-52.1488552772956,-52.6640599543825,-58.9915780141844,-51.4888661202186,-63.1568760611205,-69.1974789915966,315
"11-56","11-5",11,5,-45.9863636363636,-45.4607911985019,-59.0658756137479,-58.602946365561,-62.3881412952061,-63.2620668316832,315
"11-66","11-6",11,6,-47.85,-48.7556208745875,-58.9071146245059,-59.0979349186483,-56.2949150424788,-67.6815661047027,315
"11-76","11-7",11,7,-49.5727272727273,-44.4156565656566,-59.8345835286764,-56.9687755102041,-54.4791258055478,-68.6755319148936,315
"11-86","11-8",11,8,-47.5669533169533,-48.0569597069597,-60.675113122172,-57.9049564270153,-50.355652173913,-71.4050827423168,315
"12-36","12-3",12,3,-51.5112979952429,-41.990608875129,-56.764367816092,-56.3040476190476,-59.132118599791,-69.5616395099154,315
"12-46","12-4",12,4,-46.9220183486239,-47.9465694477648,-57.597132034632,-59.9769358115735,-60.9600507292327,-68.1845704144483,315
"12-56","12-5",12,5,-45.8808590492077,-49.4039141414141,-56.6429951690821,-57.0857923109661,-58.0923329544019,-65.0058600108519,315
"12-66","12-6",12,6,-50.15,-47.9684273709484,-62.3662790697674,-58.8720131421744,-57.3670745272525,-70.1840954522739,315
"12-76","12-7",12,7,-48.3793577981651,-51.7653048475762,-56.7073819016552,-54.0769432773109,-53.0293664143538,-70.0640571728298,315
"12-86","12-8",12,8,-50.5664983164983,-49.8435990338164,-58.2875772134523,-59.1220544771947,-50.7643858800774,-67.256512605042,315
"13-36","13-3",13,3,-49.0818181818182,-49.4042294914388,-56.4859853121175,-58.7228091728092,-60.5880856760375,-71.0286815068493,315
"13-46","13-4",13,4,-52.6954545454545,-48.14249549955,-56.6567369935267,-55.5271213748657,-58.0543922369765,-71.0340383344349,315
"13-56","13-5",13,5,-48.6227272727273,-47.3842105263158,-60.1014744748922,-54.110877340627,-59.922401518747,-65.9838112858464,315
"13-66","13-6",13,6,-47.3318181818182,-52.4901924037981,-59.6411387329591,-54.0730056980057,-61.0756127960116,-69.2279057017544,315
"13-76","13-7",13,7,-44.8636363636364,-46.3527562862669,-57.070652173913,-57.4817271969065,-51.8935990338164,-69.7370317854189,315
"13-86","13-8",13,8,-50.5911175979983,-50.7430221917181,-61.7831619198312,-59.8188854489164,-51.895892169448,-65.3467432950192,315
"14-36","14-3",14,3,-49.8101104502974,-53.724587628866,-57.5233142037303,-59.1315351315351,-60.0983935742972,-71.0380149812734,315
"14-76","14-7",14,7,-47.5396580483736,-54.410758104094,-58.9127579737336,-53.0594887439512,-54.7312271062271,-67.5357535753575,315
"14-86","14-8",14,8,-48.8136363636364,-44.6452645264526,-59.8395061728395,-55.3931131019037,-55.0437367864693,-65.0819277108434,315
"15-36","15-3",15,3,-54.5950375312761,-53.0653459491425,-56.4010453370918,-59.8665536591068,-58.9758297258297,-68.6020165401609,315
"15-76","15-7",15,7,-50.3937030859049,-52.457756916996,-59.850051264525,-58.9065891472868,-54.0278860924022,-75.1157566501209,315
"15-86","15-8",15,8,-48.8318181818182,-51.9479166666667,-60.8159018987342,-51.7074560953066,-56.6700238989416,-65.6958695652174,315
"16-36","16-3",16,3,-53.05,-56.185009487666,-57.4650706436421,-62.32246745897,-60.2364253393665,-71.2567010309278,315
"16-76","16-7",16,7,-52.3577981651376,-55.8510752688172,-58.1458204334365,-58.8869102682701,-54.1118656624275,-70.6813112745098,315
"16-86","16-8",16,8,-54.3045454545455,-46.9414893617021,-60.6137980085349,-55.592810215601,-56.0063697989715,-71.0290135396518,315
"17-36","17-3",17,3,-53.7220311220311,-55.4779166666667,-56.1827445652174,-63.0382543103448,-58.945345464135,-69.5246913580247,315
"17-76","17-7",17,7,-52.25,-57.4624538627975,-56.7380687506953,-54.0004643962848,-45.5367154692997,-70.5747126436782,315
"17-86","17-8",17,8,-54.2818181818182,-55.8713829787234,-57.2934782608696,-60.915652173913,-54.9438826466916,-72.7781045751634,315
"18-36","18-3",18,3,-51.8181818181818,-53.4512867647059,-53.524490248227,-61.8415217391304,-57.2055555555556,-73.6430840664712,315
"18-76","18-7",18,7,-50.5640950792327,-54.6504700119158,-60.7291282778172,-59.5606451612903,-53.7675005486065,-69.0744266778877,315
"18-86","18-8",18,8,-52.0454545454545,-58.4660042964554,-59.9539141414141,-59.8988686868687,-55.710685483871,-74.1844583987441,315
"19-36","19-3",19,3,-54.5227272727273,-58.9927125506073,-52.5342394447658,-60.6908460013219,-56.7147606382979,-71.856980864635,315
"19-76","19-7",19,7,-50.6454545454545,-59.7632082237629,-57.0386271529889,-55.8076509778637,-52.3664276109368,-72.5076505697233,315
"19-86","19-8",19,8,-50.1090909090909,-56.4013751375138,-56.4557584269663,-61.9377647442164,-53.7563087580406,-71.5184981684982,315
"2-06","2-0",2,0,-57.5,-65.8236597938144,-66.8584632113084,-32.8151512398946,-66.8958333333333,-57.6562326562327,315
"2-19","2-1",2,1,-56.6818181818182,-63.5675206695927,-65.0483516483517,-39.8718648867314,-62.5405372405372,-51.5392156862745,315
"2-106","2-10",2,10,-52.9909090909091,-65.3010204081633,-67.3728391828182,-41.7171454308878,-63.5287544928895,-53.3552365762892,315
"2-116","2-11",2,11,-54.0136363636364,-66.3579133256968,-69.033300416941,-48.0955927051672,-67.3828505511407,-44.5522893772894,315
"2-126","2-12",2,12,-53.5187687687688,-64.7849673202614,-70.3619047619048,-43.3366336633663,-65.760128458498,-52.6332970081236,315
"2-136","2-13",2,13,-54.8272727272727,-70.0993493493494,-71.6432856987019,-44.9473583826054,-71.3944444444444,-41.3573717948718,315
"2-26","2-2",2,2,-53.7909090909091,-65.4134451996601,-62.874415308292,-36.3648247177659,-64.8461751662971,-50.6056192997941,315
"2-36","2-3",2,3,-52.9329024186822,-66.5432237972509,-64.1778727814484,-38.3375160285767,-63.4630532633158,-54,315
"2-46","2-4",2,4,-53.8487072560467,-63.1196973171291,-60.2611615245009,-43.2996453900709,-61.3731060606061,-54.6768707482993,315
"2-56","2-5",2,5,-53.3863636363636,-66.6379503929774,-63.7505050505051,-46.5341198979592,-64.5043103448276,-56.5785878447395,315
"2-66","2-6",2,6,-52.95,-66.7070273003033,-61.7222542021644,-46.9619711971197,-63.1703296703297,-55.5540404040404,315
"2-76","2-7",2,7,-52.7826781326781,-66.6086956521739,-67.1512991339107,-45.9623418652545,-56.0370797626895,-55.4178532311062,315
"2-86","2-8",2,8,-50.6545454545455,-64.6565949698418,-65.8046006066734,-50.9224742268041,-57.6029729081755,-52.869545222279,315
"2-96","2-9",2,9,-52.7353628023353,-65.3716725820763,-70.2360902255639,-46.4451960784314,-65.3319974143504,-53.6375569407816,315
"20-36","20-3",20,3,-60.1206839032527,-59.9508828060197,-54.6064859053989,-59.0563543599258,-53.7810567010309,-76.6937475109518,315
"20-76","20-7",20,7,-52.8282828282828,-62.5380527210884,-51.338984929078,-58.5250591016548,-43.5140415140415,-67.6963601532567,315
"20-86","20-8",20,8,-52.8045454545455,-58.265306122449,-57.4916912355937,-64.2904977375566,-53.9787137681159,-71.6155207280081,315
"21-36","21-3",21,3,-57.9045454545455,-60.5939180107527,-50.9308744504152,-64.6892911010558,-55.9420675300648,-74.4572010869565,315
"21-46","21-4",21,4,-56.7690235690236,-62.1473354231975,-54.3882591093117,-65.6074468085106,-49.7632762782532,-75.5572916666667,315
"21-56","21-5",21,5,-60.05,-61.9730525362319,-51.8388557670259,-69.2055549721726,-49.5255102040816,-75.7588383838384,315
"21-66","21-6",21,6,-58.8957881567973,-62.4031475748194,-53.3707413695529,-65.2983682983683,-46.2422664141414,-77.2711512717537,315
"21-76","21-7",21,7,-57.9090909090909,-66.503396799857,-56.6937634408602,-63.1545454545455,-47.1707142857143,-71.0125093154477,315
"21-86","21-8",21,8,-52.1545454545455,-63.5121815552342,-55.4255798969072,-58.9475673373789,-50.3946488294314,-70.9910669665167,315
"22-36","22-3",22,3,-58.8909090909091,-60.214114010989,-54.2539010989011,-59.7828556539865,-53.4636633296255,-71.3544061302682,315
"22-46","22-4",22,4,-58.3807339449541,-57.3047914818101,-55.545,-60.8966836734694,-53.907164427783,-75.5565789473684,315
"22-56","22-5",22,5,-57.5090909090909,-58.9973404255319,-51.4147070957096,-65.8854478854479,-48.9288103201147,-74.0531930024179,315
"22-66","22-6",22,6,-57.6045454545455,-58.5885780885781,-53.4091836734694,-68.2897058823529,-51.3113378684807,-74.8205365402405,315
"22-76","22-7",22,7,-55.5940212940213,-65.3100470957614,-53.4279624893436,-61.1387993986254,-49.1595744680851,-69.458816580756,315
"22-86","22-8",22,8,-54.3954545454545,-65.4668674698795,-55.5575697903394,-65.4283167675022,-47.4952300785634,-72.0241379310345,315
"23-36","23-3",23,3,-57.4909090909091,-64.081724137931,-52.4396551724138,-63.7434640522876,-56.5231907894737,-76.178947368421,315
"23-46","23-4",23,4,-59.0136363636364,-58.534974533107,-53.957113079729,-59.74,-54.8805151175812,-74.9849706744868,315
"23-56","23-5",23,5,-59.3857033639144,-60.0161616161616,-54.9527419354839,-66.09559122308,-47.3748656780572,-81.3704488282802,315
"23-66","23-6",23,6,-56.3727272727273,-61.6396585051546,-51.3320707070707,-64.1405380333952,-49.8002044769694,-73.0383458646617,315
"23-76","23-7",23,7,-53.1681818181818,-62.1027960526316,-52.4238945578231,-60.2822222222222,-49.3996486605182,-73.4056179775281,315
"23-86","23-8",23,8,-56.047138047138,-61.4991394148021,-54.933529290429,-60.64,-45.2465150403522,-72.0448378781712,315
"24-36","24-3",24,3,-59.4409090909091,-60.8742368742369,-52.7443860487339,-62.1667251051893,-59.133865248227,-77.0636516853933,315
"24-46","24-4",24,4,-57.7054211843203,-58.8625089313055,-51.8225806451613,-62.6015406162465,-49.8335674157303,-75.2940292657434,315
"24-56","24-5",24,5,-61.8227272727273,-62.639960106383,-55.6913265306122,-62.9287037037037,-49.6428894927536,-76.4375554569654,315
"24-66","24-6",24,6,-56.7970391993328,-62.5427722772277,-50.412703379224,-64.4673913043478,-52.1230954290297,-75.2043233082707,315
"24-76","24-7",24,7,-57.6681818181818,-59.2140285807789,-54.1614656381487,-62.7199240986717,-50.7773857526882,-74.4208333333333,315
"24-86","24-8",24,8,-56.5545454545455,-63.8141803112998,-55.5668961201502,-62.8849600154157,-44.5684210526316,-76.9932941531043,315
"25-36","25-3",25,3,-58.1954545454545,-62.37246412667,-52.9595025510204,-62.1405482815057,-54.3099875156055,-75.0004676174889,315
"25-46","25-4",25,4,-57.7844036697248,-64.8573232323232,-51.2428489702517,-61.7319937876141,-52.0704604441027,-79.321088794926,315
"25-76","25-7",25,7,-57.3318181818182,-62.5142045454545,-55.9250515463918,-63.0606985832926,-48.7395299145299,-72.994435943803,315
"25-86","25-8",25,8,-56.1727272727273,-67.9105436081242,-54.8255065428451,-66.1973158195317,-50.7928921568627,-74.9250896057348,315
"26-36","26-3",26,3,-56.9862385321101,-58.2013767209011,-54.3233732559575,-60.5634158926729,-47.9896978021978,-73.6993701550388,315
"26-46","26-4",26,4,-58.5363636363636,-64.6946224256293,-52.0910369283443,-61.8377016129032,-45.8763423539519,-76.1314123376623,315
"26-56","26-5",26,5,-57.7636363636364,-57.4530455351863,-54.3929985155863,-66.4207057823129,-51.1106575963719,-75.7967841921736,315
"26-66","26-6",26,6,-56.0818181818182,-62.9987140519055,-54.2848837209302,-65.6350338491296,-51.7702719797596,-76.7256493506493,315
"26-76","26-7",26,7,-55.1181818181818,-61.7100815152242,-56.7423913043478,-65.774892583598,-49.375843373494,-68.3068733451015,315
"26-86","26-8",26,8,-60.1863636363636,-62.991173874669,-55.1118666374205,-61.5179675994109,-49.5287878787879,-76.7602990033223,315
"27-36","27-3",27,3,-61.5363636363636,-58.9634502923977,-48.5258817145958,-63.4812760055479,-47.1084692028985,-79.4789637952559,315
"27-76","27-7",27,7,-54.6817347789825,-64.3247678018576,-56.3058057514921,-61.5231328486451,-50.3868458274399,-71.8174603174603,315
"27-86","27-8",27,8,-54.4272727272727,-64.8557275541796,-52.6270170327208,-68.4054639175258,-43.4892023874118,-78.2221623563218,315
"28-36","28-3",28,3,-61.6954545454545,-64.0599707968294,-48.9265427769986,-62.6275510204082,-48.8583701521846,-79.8839458413926,315
"28-76","28-7",28,7,-56.2210592160133,-63.224358974359,-51.3705270793037,-65.8841783216783,-43.3359701949576,-75.1474282296651,315
"28-86","28-8",28,8,-56.1818181818182,-65.1479797979798,-52.9501644736842,-64.0268817204301,-41.6774193548387,-75.7818807698326,315
"29-36","29-3",29,3,-63.699396621078,-65.2297619047619,-50.5270979020979,-67.4366723259762,-52.8324703344121,-73.9421739130435,315
"29-76","29-7",29,7,-55.4909090909091,-70.4878702757916,-51.8087362637363,-67.5463793103448,-45.5776515151515,-71.8769423558897,315
"29-86","29-8",29,8,-55.6577981651376,-62.9733716475096,-49.9114583333333,-62.5494152046784,-42.9751209762255,-78.7322262584328,315
"3-36","3-3",3,3,-52.1617597998332,-62.0648704902868,-61.9333216456288,-48.8328847447852,-65.9777175549533,-58.3351612195657,315
"3-76","3-7",3,7,-51.0090909090909,-65.7541228612657,-66.7760923845194,-42.8683712121212,-58.8595491388045,-51.2341897233202,315
"3-86","3-8",3,8,-52.1993744787323,-66.7229207920792,-67.5387931034483,-51.0691287878788,-62.2467532467532,-52.5628640776699,315
"30-36","30-3",30,3,-62.1932022932023,-67.6414206459283,-50.3142823749416,-66.3628451380552,-47.2375820056232,-78.3042362002567,315
"30-76","30-7",30,7,-56.4818181818182,-62.3428956488256,-49.8708770614693,-68.1783702408702,-41.6595627747924,-77.1332647663826,315
"30-86","30-8",30,8,-57.2954545454545,-64.6623931623932,-53.816705766144,-66.3699937561324,-40.2778231987736,-76.1801581325301,315
"31-36","31-3",31,3,-58.6636363636364,-68.0729879439557,-48.3603583426652,-61.6362297496318,-40.1215451215451,-81.133962011771,315
"31-76","31-7",31,7,-56.1454545454545,-64.8332767402377,-48.1936877946569,-68.8274060785141,-44.9629540418152,-76.2974308300395,315
"31-86","31-8",31,8,-54.75,-67.4799793601651,-44.8360365198711,-69.0491685090839,-44.3168179068361,-79.9158341658342,315
"32-36","32-3",32,3,-62.3318181818182,-66.5485645933014,-46.8846899224806,-62.8406298003072,-46.5079710144928,-78.1423557797763,315
"32-46","32-4",32,4,-65.1090909090909,-69.9231572948328,-44.3429584599797,-67.6579588993382,-45.9880786303107,-80.0245932415519,315
"32-56","32-5",32,5,-62.9,-71.8520689655172,-45.528798185941,-68.6918956043956,-43.0935235507246,-81.4012767897857,315
"32-66","32-6",32,6,-66.1181818181818,-74.4429178224688,-44.2744444444444,-73.8246031746032,-47.7608847091606,-83.4865789473684,315
"32-76","32-7",32,7,-58.3318181818182,-62.9251558134537,-43.4855939716312,-63.3681728543256,-49.4141414141414,-75.0450481041313,315
"32-86","32-8",32,8,-53.5909090909091,-64.9563221947195,-45.4018542199488,-67.6445382323734,-45.9329044117647,-78.4374149659864,315
"33-36","33-3",33,3,-61.9136363636364,-68.1699127906977,-45.313164893617,-64.5392543859649,-49.3655657700602,-80.8785752472601,315
"33-46","33-4",33,4,-62.0103419516264,-67.2304748822606,-46.412810668822,-67.7027777777778,-43.3721624850657,-83.2521840419336,315
"33-76","33-7",33,7,-56.8227272727273,-67.3667293233083,-46.3806818181818,-69.9548578569197,-47.3471102150538,-74.7320365646258,315
"33-86","33-8",33,8,-53.037419300034,-67.7183908045977,-48.1134141156463,-66.6069065343259,-39.7167021276596,-77.9914215686275,315
"4-36","4-3",4,3,-50.9697247706422,-61.7335164835165,-60.7710099657891,-51.798969072165,-60.7756313131313,-54.6311538461539,315
"4-76","4-7",4,7,-52.8440366972477,-62.1259153318078,-64.123595505618,-50.2231060606061,-58.6247582205029,-53.5992907801418,315
"4-86","4-8",4,8,-50.0567556296914,-65.0062615955473,-66.4505494505495,-48.2592337494619,-60.3827130852341,-58.8978494623656,315
"5-36","5-3",5,3,-52.7954545454545,-60.7788461538462,-60.404976244061,-49.3747680890538,-60.0338874680307,-57.734375,315
"5-76","5-7",5,7,-49.8090909090909,-58.3143939393939,-59.5729646697389,-49.7386642156863,-47.680309139785,-60.3263769889841,315
"5-86","5-8",5,8,-43.4954545454545,-61.0509173366316,-62.7796675191816,-53.0453089244851,-59.7527777777778,-58.2308695652174,315
"6-36","6-3",6,3,-47.5863636363636,-58.3076923076923,-60.0559380378658,-50.3655303030303,-62.7794258373206,-57.8706419029,315
"6-76","6-7",6,7,-45.5523732904264,-58.0387925327684,-62.312292358804,-48.5337731308605,-51.5463458110517,-60.7145839858023,315
"6-86","6-8",6,8,-45.6415463041631,-59.8275462962963,-61.8776595744681,-52.3334823242584,-56.598075962019,-63.1279276279276,315
"7-36","7-3",7,3,-45.2863636363636,-59.4618055555556,-58.3341222030981,-52.4600408788963,-61.8497678018576,-61.6456641184902,315
"7-76","7-7",7,7,-43.9714439209852,-56.9105617977528,-62.2308758314856,-53.9885259553993,-54.2870414768641,-62.2015202076381,315
"7-86","7-8",7,8,-42.8395986895987,-57.8710849288169,-63.1224021592443,-50.8740044247788,-57.9628865979381,-65.0121455379483,315
"8-36","8-3",8,3,-45.9454545454545,-53.432709113608,-58.6942239858907,-47.7910259111018,-57.7615489130435,-66.6331024245423,315
"8-76","8-7",8,7,-50.0282161234991,-56.1266658873042,-61.465625,-53.1577885391445,-57.893022971652,-63.7008489993936,315
"8-86","8-8",8,8,-39.676430976431,-55.8839213418161,-64.5542582417582,-57.9186480978261,-60.4444444444444,-63.6900280570493,315
"9-36","9-3",9,3,-50.95,-52.9236111111111,-59.6381944444444,-49.9134615384615,-61.0758407687028,-63.0325091575092,315
"9-46","9-4",9,4,-45.775531011045,-53.3739868287741,-60.4371872887086,-54.3480448917787,-60.7265582655827,-67.2402998236332,315
"9-76","9-7",9,7,-45.4302752293578,-52.672821969697,-60.909917134456,-60.4294188861985,-56.6627964426877,-62.0482608695652,315
"9-86","9-8",9,8,-46.0787322768974,-55.4590879048249,-59.2491282448663,-56.1546391752577,-59.1268157130226,-71.020256916996,315
