,REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,PERCENT POSITIVE
707,States,Colorado,2011,1,338,15.68
708,States,Connecticut,2011,1,273,45.05
709,States,Delaware,2011,1,195,18.97
710,States,District of Columbia,2011,1,23,17.39
711,States,Florida,2011,1,X,X
712,States,Georgia,2011,1,962,16.53
713,States,Hawaii,2011,1,378,17.99
714,States,Idaho,2011,1,17,88.24
715,States,Illinois,2011,1,94,57.45
716,States,Indiana,2011,1,207,48.79
717,States,Iowa,2011,1,79,40.51
718,States,Kansas,2011,1,17,41.18
719,States,Kentucky,2011,1,79,45.57
720,States,Louisiana,2011,1,364,24.73
721,States,Maine,2011,1,24,50
722,States,Maryland,2011,1,116,39.66
723,States,Massachusetts,2011,1,30,16.67
724,States,Michigan,2011,1,31,77.42
725,States,Minnesota,2011,1,175,10.29
726,States,Mississippi,2011,1,X,X
727,States,Missouri,2011,1,284,9.15
728,States,Montana,2011,1,51,27.45
729,States,Nebraska,2011,1,62,41.94
730,States,Nevada,2011,1,24,41.67
731,States,New Hampshire,2011,1,29,27.59
732,States,New Jersey,2011,1,X,X
733,States,New Mexico,2011,1,41,53.66
734,States,New York,2011,1,1164,21.65
735,States,North Carolina,2011,1,50,34
736,States,North Dakota,2011,1,75,8
737,States,Ohio,2011,1,79,6.33
738,States,Oklahoma,2011,1,157,44.59
739,States,Oregon,2011,1,24,16.67
740,States,Pennsylvania,2011,1,363,35.54
741,States,Rhode Island,2011,1,X,X
742,States,South Carolina,2011,1,314,10.19
743,States,South Dakota,2011,1,34,61.76
744,States,Tennessee,2011,1,125,26.4
745,States,Texas,2011,1,1181,22.95
746,States,Utah,2011,1,605,28.6
747,States,Vermont,2011,1,X,X
748,States,Virginia,2011,1,126,15.08
749,States,Washington,2011,1,221,13.57
750,States,West Virginia,2011,1,183,20.22
751,States,Wisconsin,2011,1,212,21.7
752,States,Wyoming,2011,1,42,21.43
753,States,Puerto Rico,2011,1,X,X
754,States,Virgin Islands,2011,1,0,0
755,States,New York City,2011,1,X,X
756,States,Alabama,2011,2,124,40.32
757,States,Alaska,2011,2,67,38.81
758,States,Arizona,2011,2,280,67.86
759,States,Arkansas,2011,2,71,29.58
760,States,California,2011,2,330,20.91
761,States,Colorado,2011,2,333,13.81
762,States,Connecticut,2011,2,265,38.49
763,States,Delaware,2011,2,133,27.82
764,States,District of Columbia,2011,2,37,24.32
765,States,Florida,2011,2,X,X
766,States,Georgia,2011,2,668,16.02
767,States,Hawaii,2011,2,361,17.73
768,States,Idaho,2011,2,26,84.62
769,States,Illinois,2011,2,118,58.47
770,States,Indiana,2011,2,272,44.12
771,States,Iowa,2011,2,134,52.99
772,States,Kansas,2011,2,27,62.96
773,States,Kentucky,2011,2,81,35.8
774,States,Louisiana,2011,2,352,22.44
775,States,Maine,2011,2,35,37.14
776,States,Maryland,2011,2,145,68.28
777,States,Massachusetts,2011,2,39,35.9
778,States,Michigan,2011,2,39,74.36
779,States,Minnesota,2011,2,141,17.73
780,States,Mississippi,2011,2,13,23.08
781,States,Missouri,2011,2,315,15.56
782,States,Montana,2011,2,73,34.25
783,States,Nebraska,2011,2,61,39.34
784,States,Nevada,2011,2,35,37.14
785,States,New Hampshire,2011,2,31,45.16
786,States,New Jersey,2011,2,X,X
787,States,New Mexico,2011,2,40,72.5
788,States,New York,2011,2,989,23.36
789,States,North Carolina,2011,2,100,65
790,States,North Dakota,2011,2,65,16.92
791,States,Ohio,2011,2,141,18.44
792,States,Oklahoma,2011,2,176,47.73
793,States,Oregon,2011,2,15,53.33
794,States,Pennsylvania,2011,2,343,38.19
795,States,Rhode Island,2011,2,X,X
796,States,South Carolina,2011,2,262,11.83
797,States,South Dakota,2011,2,47,57.45
798,States,Tennessee,2011,2,116,26.72
799,States,Texas,2011,2,1049,27.26
800,States,Utah,2011,2,561,25.67
801,States,Vermont,2011,2,16,75
802,States,Virginia,2011,2,163,17.79
803,States,Washington,2011,2,294,13.61
804,States,West Virginia,2011,2,241,19.09
805,States,Wisconsin,2011,2,180,33.89
806,States,Wyoming,2011,2,29,37.93
807,States,Puerto Rico,2011,2,X,X
808,States,Virgin Islands,2011,2,0,0
809,States,New York City,2011,2,X,X
810,States,Alabama,2011,3,113,39.82
811,States,Alaska,2011,3,136,42.65
812,States,Arizona,2011,3,313,61.98
813,States,Arkansas,2011,3,85,32.94
814,States,California,2011,3,309,15.53
815,States,Colorado,2011,3,321,14.64
816,States,Connecticut,2011,3,276,51.09
817,States,Delaware,2011,3,160,45.63
818,States,District of Columbia,2011,3,32,37.5
819,States,Florida,2011,3,X,X
820,States,Georgia,2011,3,548,14.23
821,States,Hawaii,2011,3,283,37.81
822,States,Idaho,2011,3,27,88.89
823,States,Illinois,2011,3,115,57.39
824,States,Indiana,2011,3,311,50.16
825,States,Iowa,2011,3,160,49.38
826,States,Kansas,2011,3,27,70.37
827,States,Kentucky,2011,3,78,48.72
828,States,Louisiana,2011,3,369,30.89
829,States,Maine,2011,3,36,52.78
830,States,Maryland,2011,3,197,73.6
831,States,Massachusetts,2011,3,50,32
832,States,Michigan,2011,3,24,75
833,States,Minnesota,2011,3,161,15.53
834,States,Mississippi,2011,3,X,X
835,States,Missouri,2011,3,267,14.23
836,States,Montana,2011,3,61,36.07
837,States,Nebraska,2011,3,82,48.78
838,States,Nevada,2011,3,47,36.17
839,States,New Hampshire,2011,3,22,45.45
840,States,New Jersey,2011,3,X,X
841,States,New Mexico,2011,3,60,73.33
842,States,New York,2011,3,996,22.89
843,States,North Carolina,2011,3,102,57.84
844,States,North Dakota,2011,3,104,18.27
845,States,Ohio,2011,3,145,20.69
846,States,Oklahoma,2011,3,252,45.63
847,States,Oregon,2011,3,32,37.5
848,States,Pennsylvania,2011,3,475,46.11
849,States,Rhode Island,2011,3,X,X
850,States,South Carolina,2011,3,314,15.29
851,States,South Dakota,2011,3,67,65.67
852,States,Tennessee,2011,3,137,30.66
853,States,Texas,2011,3,1292,31.11
854,States,Utah,2011,3,668,33.08
855,States,Vermont,2011,3,34,88.24
856,States,Virginia,2011,3,168,33.33
857,States,Washington,2011,3,295,11.86
858,States,West Virginia,2011,3,267,21.35
859,States,Wisconsin,2011,3,248,45.16
860,States,Wyoming,2011,3,36,36.11
861,States,Puerto Rico,2011,3,X,X
862,States,Virgin Islands,2011,3,0,0
863,States,New York City,2011,3,X,X
864,States,Alabama,2011,4,162,42.59
865,States,Alaska,2011,4,206,42.23
866,States,Arizona,2011,4,328,62.5
867,States,Arkansas,2011,4,151,43.71
868,States,California,2011,4,378,25.93
869,States,Colorado,2011,4,438,17.58
870,States,Connecticut,2011,4,239,41.84
871,States,Delaware,2011,4,303,46.53
872,States,District of Columbia,2011,4,42,38.1
873,States,Florida,2011,4,X,X
874,States,Georgia,2011,4,687,18.78
875,States,Hawaii,2011,4,390,22.56
876,States,Idaho,2011,4,18,83.33
877,States,Illinois,2011,4,114,39.47
878,States,Indiana,2011,4,324,53.7
879,States,Iowa,2011,4,245,62.86
880,States,Kansas,2011,4,22,72.73
881,States,Kentucky,2011,4,94,40.43
882,States,Louisiana,2011,4,405,27.65
883,States,Maine,2011,4,35,51.43
884,States,Maryland,2011,4,209,76.08
885,States,Massachusetts,2011,4,75,32
886,States,Michigan,2011,4,40,70
887,States,Minnesota,2011,4,173,21.97
888,States,Mississippi,2011,4,X,X
889,States,Missouri,2011,4,353,10.2
890,States,Montana,2011,4,70,34.29
891,States,Nebraska,2011,4,95,52.63
892,States,Nevada,2011,4,25,32
893,States,New Hampshire,2011,4,38,34.21
894,States,New Jersey,2011,4,X,X
895,States,New Mexico,2011,4,64,62.5
896,States,New York,2011,4,1040,25.58
897,States,North Carolina,2011,4,91,67.03
898,States,North Dakota,2011,4,123,24.39
899,States,Ohio,2011,4,164,25
900,States,Oklahoma,2011,4,344,59.88
901,States,Oregon,2011,4,33,42.42
902,States,Pennsylvania,2011,4,501,55.89
903,States,Rhode Island,2011,4,X,X
904,States,South Carolina,2011,4,507,14.79
905,States,South Dakota,2011,4,90,72.22
906,States,Tennessee,2011,4,184,36.41
907,States,Texas,2011,4,1497,30.06
908,States,Utah,2011,4,672,28.27
909,States,Vermont,2011,4,38,86.84
910,States,Virginia,2011,4,193,33.68
911,States,Washington,2011,4,368,8.7
912,States,West Virginia,2011,4,294,26.19
913,States,Wisconsin,2011,4,306,48.37
914,States,Wyoming,2011,4,50,46
915,States,Puerto Rico,2011,4,X,X
916,States,Virgin Islands,2011,4,0,0
917,States,New York City,2011,4,X,X
918,States,Alabama,2011,5,173,42.77
919,States,Alaska,2011,5,135,45.19
920,States,Arizona,2011,5,336,56.85
921,States,Arkansas,2011,5,186,46.24
922,States,California,2011,5,403,27.05
923,States,Colorado,2011,5,481,22.45
924,States,Connecticut,2011,5,287,45.99
925,States,Delaware,2011,5,372,68.55
926,States,District of Columbia,2011,5,32,46.88
927,States,Florida,2011,5,X,X
928,States,Georgia,2011,5,771,20.62
929,States,Hawaii,2011,5,456,26.32
930,States,Idaho,2011,5,18,83.33
931,States,Illinois,2011,5,128,32.81
932,States,Indiana,2011,5,233,40.77
933,States,Iowa,2011,5,248,56.85
934,States,Kansas,2011,5,21,95.24
935,States,Kentucky,2011,5,107,37.38
936,States,Louisiana,2011,5,376,30.85
937,States,Maine,2011,5,62,56.45
938,States,Maryland,2011,5,220,76.36
939,States,Massachusetts,2011,5,67,34.33
940,States,Michigan,2011,5,27,74.07
941,States,Minnesota,2011,5,272,31.62
942,States,Mississippi,2011,5,13,23.08
943,States,Missouri,2011,5,266,14.66
944,States,Montana,2011,5,86,39.53
945,States,Nebraska,2011,5,86,43.02
946,States,Nevada,2011,5,50,50
947,States,New Hampshire,2011,5,47,40.43
948,States,New Jersey,2011,5,X,X
949,States,New Mexico,2011,5,99,79.8
950,States,New York,2011,5,996,26
951,States,North Carolina,2011,5,117,76.07
952,States,North Dakota,2011,5,187,21.39
953,States,Ohio,2011,5,202,24.26
954,States,Oklahoma,2011,5,183,48.09
955,States,Oregon,2011,5,39,41.03
956,States,Pennsylvania,2011,5,454,50.44
957,States,Rhode Island,2011,5,X,X
958,States,South Carolina,2011,5,722,19.67
959,States,South Dakota,2011,5,100,74
960,States,Tennessee,2011,5,185,36.76
961,States,Texas,2011,5,1590,35.66
962,States,Utah,2011,5,706,26.06
963,States,Vermont,2011,5,31,67.74
964,States,Virginia,2011,5,235,36.17
965,States,Washington,2011,5,294,12.93
966,States,West Virginia,2011,5,433,22.17
967,States,Wisconsin,2011,5,341,50.73
968,States,Wyoming,2011,5,69,36.23
969,States,Puerto Rico,2011,5,X,X
970,States,Virgin Islands,2011,5,0,0
971,States,New York City,2011,5,X,X
972,States,Alabama,2011,6,148,36.49
973,States,Alaska,2011,6,157,37.58
974,States,Arizona,2011,6,334,60.48
975,States,Arkansas,2011,6,210,36.67
976,States,California,2011,6,441,23.58
977,States,Colorado,2011,6,499,20.44
978,States,Connecticut,2011,6,291,42.96
979,States,Delaware,2011,6,387,57.88
980,States,District of Columbia,2011,6,29,48.28
981,States,Florida,2011,6,X,X
982,States,Georgia,2011,6,910,26.04
983,States,Hawaii,2011,6,570,32.46
984,States,Idaho,2011,6,40,77.5
985,States,Illinois,2011,6,126,21.43
986,States,Indiana,2011,6,292,34.25
987,States,Iowa,2011,6,203,52.71
988,States,Kansas,2011,6,37,81.08
989,States,Kentucky,2011,6,114,21.93
990,States,Louisiana,2011,6,376,26.86
991,States,Maine,2011,6,72,72.22
992,States,Maryland,2011,6,227,70.93
993,States,Massachusetts,2011,6,77,41.56
994,States,Michigan,2011,6,46,73.91
995,States,Minnesota,2011,6,287,35.19
996,States,Mississippi,2011,6,X,X
997,States,Missouri,2011,6,326,11.35
998,States,Montana,2011,6,108,21.3
999,States,Nebraska,2011,6,85,43.53
1000,States,Nevada,2011,6,55,40
1001,States,New Hampshire,2011,6,61,49.18
1002,States,New Jersey,2011,6,X,X
1003,States,New Mexico,2011,6,91,70.33
1004,States,New York,2011,6,1013,27.05
1005,States,North Carolina,2011,6,86,62.79
1006,States,North Dakota,2011,6,242,28.1
1007,States,Ohio,2011,6,125,32
1008,States,Oklahoma,2011,6,189,46.56
1009,States,Oregon,2011,6,55,45.45
1010,States,Pennsylvania,2011,6,530,52.45
1011,States,Rhode Island,2011,6,X,X
1012,States,South Carolina,2011,6,725,19.31
1013,States,South Dakota,2011,6,123,63.41
1014,States,Tennessee,2011,6,309,43.04
1015,States,Texas,2011,6,1508,32.69
1016,States,Utah,2011,6,784,31.51
1017,States,Vermont,2011,6,15,53.33
1018,States,Virginia,2011,6,260,31.15
1019,States,Washington,2011,6,395,13.16
1020,States,West Virginia,2011,6,441,28.8
1021,States,Wisconsin,2011,6,371,55.53
1022,States,Wyoming,2011,6,48,33.33
1023,States,Puerto Rico,2011,6,X,X
1024,States,Virgin Islands,2011,6,0,0
1025,States,New York City,2011,6,X,X
1026,States,Alabama,2011,7,206,33.98
1027,States,Alaska,2011,7,236,45.34
1028,States,Arizona,2011,7,347,63.11
1029,States,Arkansas,2011,7,199,28.14
1030,States,California,2011,7,510,28.43
1031,States,Colorado,2011,7,655,23.97
1032,States,Connecticut,2011,7,404,48.27
1033,States,Delaware,2011,7,412,51.7
1034,States,District of Columbia,2011,7,37,37.84
1035,States,Florida,2011,7,X,X
1036,States,Georgia,2011,7,1055,27.68
1037,States,Hawaii,2011,7,658,38.91
1038,States,Idaho,2011,7,16,93.75
1039,States,Illinois,2011,7,130,23.85
1040,States,Indiana,2011,7,237,32.49
1041,States,Iowa,2011,7,215,59.53
1042,States,Kansas,2011,7,32,93.75
1043,States,Kentucky,2011,7,66,15.15
1044,States,Louisiana,2011,7,371,33.42
1045,States,Maine,2011,7,102,61.76
1046,States,Maryland,2011,7,278,77.7
1047,States,Massachusetts,2011,7,72,40.28
1048,States,Michigan,2011,7,60,80
1049,States,Minnesota,2011,7,346,26.01
1050,States,Mississippi,2011,7,X,X
1051,States,Missouri,2011,7,290,10
1052,States,Montana,2011,7,77,27.27
1053,States,Nebraska,2011,7,101,42.57
1054,States,Nevada,2011,7,55,40
1055,States,New Hampshire,2011,7,96,38.54
1056,States,New Jersey,2011,7,X,X
1057,States,New Mexico,2011,7,73,58.9
1058,States,New York,2011,7,1136,30.37
1059,States,North Carolina,2011,7,98,58.16
1060,States,North Dakota,2011,7,364,24.73
1061,States,Ohio,2011,7,243,22.22
1062,States,Oklahoma,2011,7,195,46.15
1063,States,Oregon,2011,7,68,48.53
1064,States,Pennsylvania,2011,7,522,46.55
1065,States,Rhode Island,2011,7,X,X
1066,States,South Carolina,2011,7,858,15.62
1067,States,South Dakota,2011,7,138,65.22
1068,States,Tennessee,2011,7,277,39.71
1069,States,Texas,2011,7,1739,36.8
1070,States,Utah,2011,7,914,31.51
1071,States,Vermont,2011,7,10,60
1072,States,Virginia,2011,7,287,32.4
1073,States,Washington,2011,7,424,16.27
1074,States,West Virginia,2011,7,535,27.85
1075,States,Wisconsin,2011,7,399,48.87
1076,States,Wyoming,2011,7,64,35.94
1077,States,Puerto Rico,2011,7,X,X
1078,States,Virgin Islands,2011,7,0,0
1079,States,New York City,2011,7,X,X
1080,States,Alabama,2011,8,151,29.14
1081,States,Alaska,2011,8,226,44.25
1082,States,Arizona,2011,8,277,55.23
1083,States,Arkansas,2011,8,109,28.44
1084,States,California,2011,8,412,23.79
1085,States,Colorado,2011,8,645,19.84
1086,States,Connecticut,2011,8,363,49.59
1087,States,Delaware,2011,8,400,50.25
1088,States,District of Columbia,2011,8,33,39.39
1089,States,Florida,2011,8,X,X
1090,States,Georgia,2011,8,923,20.91
1091,States,Hawaii,2011,8,679,33.73
1092,States,Idaho,2011,8,14,92.86
1093,States,Illinois,2011,8,99,28.28
1094,States,Indiana,2011,8,254,22.83
1095,States,Iowa,2011,8,192,42.19
1096,States,Kansas,2011,8,34,67.65
1097,States,Kentucky,2011,8,74,27.03
1098,States,Louisiana,2011,8,389,30.33
1099,States,Maine,2011,8,76,51.32
1100,States,Maryland,2011,8,223,69.06
1101,States,Massachusetts,2011,8,73,39.73
1102,States,Michigan,2011,8,35,80
1103,States,Minnesota,2011,8,387,32.3
1104,States,Mississippi,2011,8,13,53.85
1105,States,Missouri,2011,8,294,12.59
1106,States,Montana,2011,8,126,18.25
1107,States,Nebraska,2011,8,120,39.17
1108,States,Nevada,2011,8,40,62.5
1109,States,New Hampshire,2011,8,121,56.2
1110,States,New Jersey,2011,8,X,X
1111,States,New Mexico,2011,8,64,56.25
1112,States,New York,2011,8,1139,27.3
1113,States,North Carolina,2011,8,66,51.52
1114,States,North Dakota,2011,8,357,29.41
1115,States,Ohio,2011,8,226,27.88
1116,States,Oklahoma,2011,8,161,28.57
1117,States,Oregon,2011,8,43,67.44
1118,States,Pennsylvania,2011,8,477,54.3
1119,States,Rhode Island,2011,8,X,X
1120,States,South Carolina,2011,8,716,18.58
1121,States,South Dakota,2011,8,93,67.74
1122,States,Tennessee,2011,8,226,29.65
1123,States,Texas,2011,8,1373,24.33
1124,States,Utah,2011,8,954,26.73
1125,States,Vermont,2011,8,X,X
1126,States,Virginia,2011,8,334,25.15
1127,States,Washington,2011,8,388,15.98
1128,States,West Virginia,2011,8,539,16.33
1129,States,Wisconsin,2011,8,356,48.6
1130,States,Wyoming,2011,8,58,50
1131,States,Puerto Rico,2011,8,X,X
1132,States,Virgin Islands,2011,8,0,0
1133,States,New York City,2011,8,X,X
1134,States,Alabama,2011,9,122,27.05
1135,States,Alaska,2011,9,205,51.22
1136,States,Arizona,2011,9,219,39.73
1137,States,Arkansas,2011,9,117,22.22
1138,States,California,2011,9,437,21.05
1139,States,Colorado,2011,9,583,14.58
1140,States,Connecticut,2011,9,326,42.02
1141,States,Delaware,2011,9,303,32.67
1142,States,District of Columbia,2011,9,15,46.67
1143,States,Florida,2011,9,X,X
1144,States,Georgia,2011,9,697,16.93
1145,States,Hawaii,2011,9,657,35.92
1146,States,Idaho,2011,9,10,100
1147,States,Illinois,2011,9,117,36.75
1148,States,Indiana,2011,9,223,16.59
1149,States,Iowa,2011,9,137,52.55
1150,States,Kansas,2011,9,22,72.73
1151,States,Kentucky,2011,9,86,22.09
1152,States,Louisiana,2011,9,282,20.21
1153,States,Maine,2011,9,73,53.42
1154,States,Maryland,2011,9,180,63.89
1155,States,Massachusetts,2011,9,82,45.12
1156,States,Michigan,2011,9,39,79.49
1157,States,Minnesota,2011,9,332,30.42
1158,States,Mississippi,2011,9,X,X
1159,States,Missouri,2011,9,339,9.73
1160,States,Montana,2011,9,80,23.75
1161,States,Nebraska,2011,9,83,32.53
1162,States,Nevada,2011,9,33,63.64
1163,States,New Hampshire,2011,9,71,40.85
1164,States,New Jersey,2011,9,X,X
1165,States,New Mexico,2011,9,62,50
1166,States,New York,2011,9,983,25.43
1167,States,North Carolina,2011,9,54,48.15
1168,States,North Dakota,2011,9,339,28.32
1169,States,Ohio,2011,9,199,27.14
1170,States,Oklahoma,2011,9,133,15.04
1171,States,Oregon,2011,9,69,49.28
1172,States,Pennsylvania,2011,9,359,35.1
1173,States,Rhode Island,2011,9,X,X
1174,States,South Carolina,2011,9,499,10.62
1175,States,South Dakota,2011,9,109,67.89
1176,States,Tennessee,2011,9,270,29.26
1177,States,Texas,2011,9,1046,18.26
1178,States,Utah,2011,9,769,27.96
1179,States,Vermont,2011,9,X,X
1180,States,Virginia,2011,9,262,24.81
1181,States,Washington,2011,9,445,15.51
1182,States,West Virginia,2011,9,454,21.81
1183,States,Wisconsin,2011,9,377,51.19
1184,States,Wyoming,2011,9,49,36.73
1185,States,Puerto Rico,2011,9,X,X
1186,States,Virgin Islands,2011,9,0,0
1187,States,New York City,2011,9,X,X
1188,States,Alabama,2011,10,113,24.78
1189,States,Alaska,2011,10,249,46.59
1190,States,Arizona,2011,10,188,37.23
1191,States,Arkansas,2011,10,94,26.6
1192,States,California,2011,10,394,21.07
1193,States,Colorado,2011,10,488,11.68
1194,States,Connecticut,2011,10,322,36.34
1195,States,Delaware,2011,10,272,30.88
1196,States,District of Columbia,2011,10,11,63.64
1197,States,Florida,2011,10,X,X
1198,States,Georgia,2011,10,584,8.73
1199,States,Hawaii,2011,10,544,32.9
1200,States,Idaho,2011,10,15,86.67
1201,States,Illinois,2011,10,116,25
1202,States,Indiana,2011,10,202,11.88
1203,States,Iowa,2011,10,105,41.9
1204,States,Kansas,2011,10,22,63.64
1205,States,Kentucky,2011,10,75,17.33
1206,States,Louisiana,2011,10,208,14.9
1207,States,Maine,2011,10,86,50
1208,States,Maryland,2011,10,138,68.84
1209,States,Massachusetts,2011,10,77,24.68
1210,States,Michigan,2011,10,34,70.59
1211,States,Minnesota,2011,10,364,33.24
1212,States,Mississippi,2011,10,X,X
1213,States,Missouri,2011,10,307,8.79
1214,States,Montana,2011,10,92,22.83
1215,States,Nebraska,2011,10,117,38.46
1216,States,Nevada,2011,10,39,58.97
1217,States,New Hampshire,2011,10,73,38.36
1218,States,New Jersey,2011,10,X,X
1219,States,New Mexico,2011,10,62,38.71
1220,States,New York,2011,10,893,20.6
1221,States,North Carolina,2011,10,38,39.47
1222,States,North Dakota,2011,10,322,33.23
1223,States,Ohio,2011,10,143,13.29
1224,States,Oklahoma,2011,10,117,7.69
1225,States,Oregon,2011,10,48,95.83
1226,States,Pennsylvania,2011,10,360,29.44
1227,States,Rhode Island,2011,10,X,X
1228,States,South Carolina,2011,10,409,12.47
1229,States,South Dakota,2011,10,82,65.85
1230,States,Tennessee,2011,10,197,19.29
1231,States,Texas,2011,10,879,11.26
1232,States,Utah,2011,10,647,21.33
1233,States,Vermont,2011,10,X,X
1234,States,Virginia,2011,10,232,16.81
1235,States,Washington,2011,10,503,16.7
1236,States,West Virginia,2011,10,386,15.03
1237,States,Wisconsin,2011,10,325,47.08
1238,States,Wyoming,2011,10,33,21.21
1239,States,Puerto Rico,2011,10,X,X
